"";"x"
"4278";"ENSMUSG00000024064"
"4279";"ENSMUSG00000024065"
"4280";"ENSMUSG00000024066"
"4281";"ENSMUSG00000024067"
"4282";"ENSMUSG00000024068"
"4283";"ENSMUSG00000024069"
"4284";"ENSMUSG00000024070"
"4285";"ENSMUSG00000024072"
"4286";"ENSMUSG00000024073"
"4287";"ENSMUSG00000024074"
"4288";"ENSMUSG00000024076"
"4289";"ENSMUSG00000024077"
"4290";"ENSMUSG00000024078"
"4291";"ENSMUSG00000024079"
"4292";"ENSMUSG00000024081"
"4293";"ENSMUSG00000024082"
"4294";"ENSMUSG00000024083"
"4295";"ENSMUSG00000024084"
"4296";"ENSMUSG00000024085"
"4297";"ENSMUSG00000024087"
"4298";"ENSMUSG00000024088"
"4299";"ENSMUSG00000024091"
"4300";"ENSMUSG00000024095"
"4301";"ENSMUSG00000024096"
"4302";"ENSMUSG00000024097"
"4303";"ENSMUSG00000024098"
"4304";"ENSMUSG00000024099"
"4305";"ENSMUSG00000024101"
"4306";"ENSMUSG00000024104"
"4307";"ENSMUSG00000024105"
"4308";"ENSMUSG00000024107"
"4309";"ENSMUSG00000024109"
"4310";"ENSMUSG00000024112"
"4311";"ENSMUSG00000024114"
"4312";"ENSMUSG00000024116"
"4313";"ENSMUSG00000024118"
"4314";"ENSMUSG00000024120"
"4315";"ENSMUSG00000024121"
"4316";"ENSMUSG00000024122"
"4317";"ENSMUSG00000024124"
"4318";"ENSMUSG00000024125"
"4319";"ENSMUSG00000024127"
"4320";"ENSMUSG00000024128"
"4321";"ENSMUSG00000024130"
"4322";"ENSMUSG00000024131"
"4323";"ENSMUSG00000024132"
"4324";"ENSMUSG00000024134"
"4325";"ENSMUSG00000024135"
"4326";"ENSMUSG00000024136"
"4327";"ENSMUSG00000024137"
"4328";"ENSMUSG00000024140"
"4329";"ENSMUSG00000024142"
"4330";"ENSMUSG00000024143"
"4331";"ENSMUSG00000024145"
"4332";"ENSMUSG00000024146"
"4333";"ENSMUSG00000024150"
"4334";"ENSMUSG00000024151"
"4335";"ENSMUSG00000024154"
"4336";"ENSMUSG00000024155"
"4337";"ENSMUSG00000024158"
"4338";"ENSMUSG00000024160"
"4339";"ENSMUSG00000024163"
"4340";"ENSMUSG00000024164"
"4341";"ENSMUSG00000024165"
"4342";"ENSMUSG00000024168"
"4343";"ENSMUSG00000024169"
"4344";"ENSMUSG00000024170"
"4345";"ENSMUSG00000024171"
"4346";"ENSMUSG00000024172"
"4347";"ENSMUSG00000024173"
"4348";"ENSMUSG00000024174"
"4349";"ENSMUSG00000024175"
"4350";"ENSMUSG00000024176"
"4351";"ENSMUSG00000024177"
"4352";"ENSMUSG00000024180"
"4353";"ENSMUSG00000024181"
"4354";"ENSMUSG00000024182"
"4355";"ENSMUSG00000024184"
"4356";"ENSMUSG00000024186"
"4357";"ENSMUSG00000024187"
"4358";"ENSMUSG00000024188"
"4359";"ENSMUSG00000024190"
"4360";"ENSMUSG00000024191"
"4361";"ENSMUSG00000024193"
"4362";"ENSMUSG00000024194"
"4363";"ENSMUSG00000024197"
"4364";"ENSMUSG00000024201"
"4365";"ENSMUSG00000024205"
"4366";"ENSMUSG00000024206"
"4367";"ENSMUSG00000024207"
"4368";"ENSMUSG00000024208"
"4369";"ENSMUSG00000024209"
"4370";"ENSMUSG00000024210"
"4371";"ENSMUSG00000024211"
"4372";"ENSMUSG00000024212"
"4373";"ENSMUSG00000024213"
"4374";"ENSMUSG00000024215"
"4375";"ENSMUSG00000024217"
"4376";"ENSMUSG00000024218"
"4377";"ENSMUSG00000024219"
"4378";"ENSMUSG00000024220"
"4379";"ENSMUSG00000024222"
"4380";"ENSMUSG00000024223"
"4381";"ENSMUSG00000024224"
"4382";"ENSMUSG00000024225"
"4383";"ENSMUSG00000024227"
"4384";"ENSMUSG00000024228"
"4385";"ENSMUSG00000024231"
"4386";"ENSMUSG00000024232"
"4387";"ENSMUSG00000024233"
"4388";"ENSMUSG00000024234"
"4389";"ENSMUSG00000024235"
"4390";"ENSMUSG00000024236"
"4391";"ENSMUSG00000024238"
"4392";"ENSMUSG00000024240"
"4393";"ENSMUSG00000024241"
"4394";"ENSMUSG00000024242"
"4395";"ENSMUSG00000024245"
"4396";"ENSMUSG00000024246"
"4397";"ENSMUSG00000024247"
"4398";"ENSMUSG00000024248"
"4399";"ENSMUSG00000024251"
"4400";"ENSMUSG00000024253"
"4401";"ENSMUSG00000024254"
"4402";"ENSMUSG00000024256"
"4403";"ENSMUSG00000024258"
"4404";"ENSMUSG00000024259"
"4405";"ENSMUSG00000024260"
"4406";"ENSMUSG00000024261"
"4407";"ENSMUSG00000024266"
"4408";"ENSMUSG00000024268"
"4409";"ENSMUSG00000024269"
"4410";"ENSMUSG00000024270"
"4411";"ENSMUSG00000024271"
"4412";"ENSMUSG00000024273"
"4413";"ENSMUSG00000024274"
"4414";"ENSMUSG00000024276"
"4415";"ENSMUSG00000024277"
"4416";"ENSMUSG00000024283"
"4417";"ENSMUSG00000024286"
"4418";"ENSMUSG00000024287"
"4419";"ENSMUSG00000024290"
"4420";"ENSMUSG00000024292"
"4421";"ENSMUSG00000024293"
"4422";"ENSMUSG00000024294"
"4423";"ENSMUSG00000024295"
"4424";"ENSMUSG00000024298"
"4425";"ENSMUSG00000024299"
"4426";"ENSMUSG00000024300"
"4427";"ENSMUSG00000024301"
"4428";"ENSMUSG00000024302"
"4429";"ENSMUSG00000024304"
"4430";"ENSMUSG00000024306"
"4431";"ENSMUSG00000024308"
"4432";"ENSMUSG00000024309"
"4433";"ENSMUSG00000024312"
"4434";"ENSMUSG00000024313"
"4435";"ENSMUSG00000024317"
"4436";"ENSMUSG00000024319"
"4437";"ENSMUSG00000024325"
"4438";"ENSMUSG00000024327"
"4439";"ENSMUSG00000024330"
"4440";"ENSMUSG00000024331"
"4441";"ENSMUSG00000024334"
"4442";"ENSMUSG00000024335"
"4443";"ENSMUSG00000024338"
"4444";"ENSMUSG00000024339"
"4445";"ENSMUSG00000024340"
"4446";"ENSMUSG00000024346"
"4447";"ENSMUSG00000024347"
"4448";"ENSMUSG00000024349"
"4449";"ENSMUSG00000024350"
"4450";"ENSMUSG00000024352"
"4451";"ENSMUSG00000024353"
"4452";"ENSMUSG00000024354"
"4453";"ENSMUSG00000024357"
"4454";"ENSMUSG00000024359"
"4455";"ENSMUSG00000024360"
"4456";"ENSMUSG00000024365"
"4457";"ENSMUSG00000024366"
"4458";"ENSMUSG00000024369"
"4459";"ENSMUSG00000024370"
"4460";"ENSMUSG00000024371"
"4461";"ENSMUSG00000024376"
"4462";"ENSMUSG00000024378"
"4463";"ENSMUSG00000024379"
"4464";"ENSMUSG00000024381"
"4465";"ENSMUSG00000024382"
"4466";"ENSMUSG00000024383"
"4467";"ENSMUSG00000024384"
"4468";"ENSMUSG00000024386"
"4469";"ENSMUSG00000024387"
"4470";"ENSMUSG00000024388"
"4471";"ENSMUSG00000024391"
"4472";"ENSMUSG00000024392"
"4473";"ENSMUSG00000024393"
"4474";"ENSMUSG00000024395"
"4475";"ENSMUSG00000024397"
"4476";"ENSMUSG00000024399"
"4477";"ENSMUSG00000024400"
"4478";"ENSMUSG00000024401"
"4479";"ENSMUSG00000024402"
"4480";"ENSMUSG00000024403"
"4481";"ENSMUSG00000024404"
"4482";"ENSMUSG00000024406"
"4483";"ENSMUSG00000024409"
"4484";"ENSMUSG00000024410"
"4485";"ENSMUSG00000024411"
"4486";"ENSMUSG00000024413"
"4487";"ENSMUSG00000024414"
"4488";"ENSMUSG00000024420"
"4489";"ENSMUSG00000024421"
"4490";"ENSMUSG00000024422"
"4491";"ENSMUSG00000024423"
"4492";"ENSMUSG00000024424"
"4493";"ENSMUSG00000024425"
"4494";"ENSMUSG00000024426"
"4495";"ENSMUSG00000024427"
"4496";"ENSMUSG00000024429"
"4497";"ENSMUSG00000024430"
"4498";"ENSMUSG00000024431"
"4499";"ENSMUSG00000024436"
"4500";"ENSMUSG00000024437"
"4501";"ENSMUSG00000024440"
"4502";"ENSMUSG00000024442"
"4503";"ENSMUSG00000024446"
"4504";"ENSMUSG00000024448"
"4505";"ENSMUSG00000024451"
"4506";"ENSMUSG00000024454"
"4507";"ENSMUSG00000024456"
"4508";"ENSMUSG00000024457"
"4509";"ENSMUSG00000024459"
"4510";"ENSMUSG00000024462"
"4511";"ENSMUSG00000024471"
"4512";"ENSMUSG00000024472"
"4513";"ENSMUSG00000024474"
"4514";"ENSMUSG00000024477"
"4515";"ENSMUSG00000024479"
"4516";"ENSMUSG00000024480"
"4517";"ENSMUSG00000024481"
"4518";"ENSMUSG00000024483"
"4519";"ENSMUSG00000024485"
"4520";"ENSMUSG00000024486"
"4521";"ENSMUSG00000024487"
"4522";"ENSMUSG00000024491"
"4523";"ENSMUSG00000024493"
"4524";"ENSMUSG00000024497"
"4525";"ENSMUSG00000024498"
"4526";"ENSMUSG00000024500"
"4527";"ENSMUSG00000024501"
"4528";"ENSMUSG00000024502"
"4529";"ENSMUSG00000024503"
"4530";"ENSMUSG00000024505"
"4531";"ENSMUSG00000024507"
"4532";"ENSMUSG00000024510"
"4533";"ENSMUSG00000024511"
"4534";"ENSMUSG00000024512"
"4535";"ENSMUSG00000024513"
"4536";"ENSMUSG00000024515"
"4537";"ENSMUSG00000024516"
"4538";"ENSMUSG00000024517"
"4539";"ENSMUSG00000024518"
"4540";"ENSMUSG00000024519"
"4541";"ENSMUSG00000024521"
"4542";"ENSMUSG00000024524"
"4543";"ENSMUSG00000024525"
"4544";"ENSMUSG00000024526"
"4545";"ENSMUSG00000024527"
"4546";"ENSMUSG00000024528"
"4547";"ENSMUSG00000024529"
"4548";"ENSMUSG00000024530"
"4549";"ENSMUSG00000024532"
"4550";"ENSMUSG00000024533"
"4551";"ENSMUSG00000024534"
"4552";"ENSMUSG00000024535"
"4553";"ENSMUSG00000024537"
"4554";"ENSMUSG00000024538"
"4555";"ENSMUSG00000024539"
"4556";"ENSMUSG00000024542"
"4557";"ENSMUSG00000024544"
"4558";"ENSMUSG00000024546"
"4559";"ENSMUSG00000024548"
"4560";"ENSMUSG00000024552"
"4561";"ENSMUSG00000024553"
"4562";"ENSMUSG00000024556"
"4563";"ENSMUSG00000024558"
"4564";"ENSMUSG00000024560"
"4565";"ENSMUSG00000024561"
"4566";"ENSMUSG00000024563"
"4567";"ENSMUSG00000024565"
"4568";"ENSMUSG00000024566"
"4569";"ENSMUSG00000024570"
"4570";"ENSMUSG00000024571"
"4571";"ENSMUSG00000024575"
"4572";"ENSMUSG00000024576"
"4573";"ENSMUSG00000024578"
"4574";"ENSMUSG00000024579"
"4575";"ENSMUSG00000024580"
"4576";"ENSMUSG00000024581"
"4577";"ENSMUSG00000024583"
"4578";"ENSMUSG00000024587"
"4579";"ENSMUSG00000024588"
"4580";"ENSMUSG00000024589"
"4581";"ENSMUSG00000024590"
"4582";"ENSMUSG00000024592"
"4583";"ENSMUSG00000024593"
"4584";"ENSMUSG00000024594"
"4585";"ENSMUSG00000024597"
"4586";"ENSMUSG00000024598"
"4587";"ENSMUSG00000024600"
"4588";"ENSMUSG00000024601"
"4589";"ENSMUSG00000024603"
"4590";"ENSMUSG00000024604"
"4591";"ENSMUSG00000024608"
"4592";"ENSMUSG00000024610"
"4593";"ENSMUSG00000024613"
"4594";"ENSMUSG00000024614"
"4595";"ENSMUSG00000024617"
"4596";"ENSMUSG00000024619"
"4597";"ENSMUSG00000024620"
"4598";"ENSMUSG00000024621"
"4599";"ENSMUSG00000024622"
"4600";"ENSMUSG00000024639"
"4601";"ENSMUSG00000024640"
"4602";"ENSMUSG00000024642"
"4603";"ENSMUSG00000024644"
"4604";"ENSMUSG00000024645"
"4605";"ENSMUSG00000024646"
"4606";"ENSMUSG00000024647"
"4607";"ENSMUSG00000024650"
"4608";"ENSMUSG00000024653"
"4609";"ENSMUSG00000024654"
"4610";"ENSMUSG00000024658"
"4611";"ENSMUSG00000024659"
"4612";"ENSMUSG00000024660"
"4613";"ENSMUSG00000024661"
"4614";"ENSMUSG00000024663"
"4615";"ENSMUSG00000024664"
"4616";"ENSMUSG00000024665"
"4617";"ENSMUSG00000024666"
"4618";"ENSMUSG00000024667"
"4619";"ENSMUSG00000024668"
"4620";"ENSMUSG00000024669"
"4621";"ENSMUSG00000024670"
"4622";"ENSMUSG00000024672"
"4623";"ENSMUSG00000024673"
"4624";"ENSMUSG00000024675"
"4625";"ENSMUSG00000024677"
"4626";"ENSMUSG00000024678"
"4627";"ENSMUSG00000024679"
"4628";"ENSMUSG00000024680"
"4629";"ENSMUSG00000024681"
"4630";"ENSMUSG00000024682"
"4631";"ENSMUSG00000024683"
"4632";"ENSMUSG00000024687"
"4633";"ENSMUSG00000024691"
"4634";"ENSMUSG00000024694"
"4635";"ENSMUSG00000024695"
"4636";"ENSMUSG00000024696"
"4637";"ENSMUSG00000024697"
"4638";"ENSMUSG00000024712"
"4639";"ENSMUSG00000024713"
"4640";"ENSMUSG00000024725"
"4641";"ENSMUSG00000024726"
"4642";"ENSMUSG00000024727"
"4643";"ENSMUSG00000024728"
"4644";"ENSMUSG00000024729"
"4645";"ENSMUSG00000024730"
"4646";"ENSMUSG00000024731"
"4647";"ENSMUSG00000024732"
"4648";"ENSMUSG00000024734"
"4649";"ENSMUSG00000024735"
"4650";"ENSMUSG00000024736"
"4651";"ENSMUSG00000024737"
"4652";"ENSMUSG00000024738"
"4653";"ENSMUSG00000024740"
"4654";"ENSMUSG00000024742"
"4655";"ENSMUSG00000024743"
"4656";"ENSMUSG00000024747"
"4657";"ENSMUSG00000024749"
"4658";"ENSMUSG00000024750"
"4659";"ENSMUSG00000024754"
"4660";"ENSMUSG00000024757"
"4661";"ENSMUSG00000024758"
"4662";"ENSMUSG00000024759"
"4663";"ENSMUSG00000024761"
"4664";"ENSMUSG00000024764"
"4665";"ENSMUSG00000024766"
"4666";"ENSMUSG00000024767"
"4667";"ENSMUSG00000024768"
"4668";"ENSMUSG00000024769"
"4669";"ENSMUSG00000024770"
"4670";"ENSMUSG00000024771"
"4671";"ENSMUSG00000024772"
"4672";"ENSMUSG00000024773"
"4673";"ENSMUSG00000024774"
"4674";"ENSMUSG00000024776"
"4675";"ENSMUSG00000024777"
"4676";"ENSMUSG00000024778"
"4677";"ENSMUSG00000024780"
"4678";"ENSMUSG00000024781"
"4679";"ENSMUSG00000024782"
"4680";"ENSMUSG00000024784"
"4681";"ENSMUSG00000024785"
"4682";"ENSMUSG00000024786"
"4683";"ENSMUSG00000024787"
"4684";"ENSMUSG00000024789"
"4685";"ENSMUSG00000024790"
"4686";"ENSMUSG00000024791"
"4687";"ENSMUSG00000024792"
"4688";"ENSMUSG00000024793"
"4689";"ENSMUSG00000024795"
"4690";"ENSMUSG00000024797"
"4691";"ENSMUSG00000024798"
"4692";"ENSMUSG00000024799"
"4693";"ENSMUSG00000024800"
"4694";"ENSMUSG00000024803"
"4695";"ENSMUSG00000024805"
"4696";"ENSMUSG00000024806"
"4697";"ENSMUSG00000024807"
"4698";"ENSMUSG00000024810"
"4699";"ENSMUSG00000024811"
"4700";"ENSMUSG00000024812"
"4701";"ENSMUSG00000024815"
"4702";"ENSMUSG00000024816"
"4703";"ENSMUSG00000024817"
"4704";"ENSMUSG00000024818"
"4705";"ENSMUSG00000024824"
"4706";"ENSMUSG00000024826"
"4707";"ENSMUSG00000024827"
"4708";"ENSMUSG00000024829"
"4709";"ENSMUSG00000024830"
"4710";"ENSMUSG00000024831"
"4711";"ENSMUSG00000024833"
"4712";"ENSMUSG00000024835"
"4713";"ENSMUSG00000024837"
"4714";"ENSMUSG00000024841"
"4715";"ENSMUSG00000024842"
"4716";"ENSMUSG00000024843"
"4717";"ENSMUSG00000024844"
"4718";"ENSMUSG00000024845"
"4719";"ENSMUSG00000024846"
"4720";"ENSMUSG00000024847"
"4721";"ENSMUSG00000024851"
"4722";"ENSMUSG00000024853"
"4723";"ENSMUSG00000024854"
"4724";"ENSMUSG00000024855"
"4725";"ENSMUSG00000024856"
"4726";"ENSMUSG00000024857"
"4727";"ENSMUSG00000024858"
"4728";"ENSMUSG00000024862"
"4729";"ENSMUSG00000024863"
"4730";"ENSMUSG00000024866"
"4731";"ENSMUSG00000024867"
"4732";"ENSMUSG00000024868"
"4733";"ENSMUSG00000024869"
"4734";"ENSMUSG00000024870"
"4735";"ENSMUSG00000024871"
"4736";"ENSMUSG00000024873"
"4737";"ENSMUSG00000024875"
"4738";"ENSMUSG00000024878"
"4739";"ENSMUSG00000024883"
"4740";"ENSMUSG00000024885"
"4741";"ENSMUSG00000024887"
"4742";"ENSMUSG00000024889"
"4743";"ENSMUSG00000024891"
"4744";"ENSMUSG00000024892"
"4745";"ENSMUSG00000024896"
"4746";"ENSMUSG00000024897"
"4747";"ENSMUSG00000024899"
"4748";"ENSMUSG00000024900"
"4749";"ENSMUSG00000024901"
"4750";"ENSMUSG00000024902"
"4751";"ENSMUSG00000024903"
"4752";"ENSMUSG00000024905"
"4753";"ENSMUSG00000024906"
"4754";"ENSMUSG00000024907"
"4755";"ENSMUSG00000024908"
"4756";"ENSMUSG00000024909"
"4757";"ENSMUSG00000024910"
"4758";"ENSMUSG00000024911"
"4759";"ENSMUSG00000024912"
"4760";"ENSMUSG00000024913"
"4761";"ENSMUSG00000024914"
"4762";"ENSMUSG00000024921"
"4763";"ENSMUSG00000024922"
"4764";"ENSMUSG00000024924"
"4765";"ENSMUSG00000024925"
"4766";"ENSMUSG00000024926"
"4767";"ENSMUSG00000024927"
"4768";"ENSMUSG00000024935"
"4769";"ENSMUSG00000024936"
"4770";"ENSMUSG00000024937"
"4771";"ENSMUSG00000024939"
"4772";"ENSMUSG00000024940"
"4773";"ENSMUSG00000024941"
"4774";"ENSMUSG00000024942"
"4775";"ENSMUSG00000024943"
"4776";"ENSMUSG00000024944"
"4777";"ENSMUSG00000024947"
"4778";"ENSMUSG00000024948"
"4779";"ENSMUSG00000024949"
"4780";"ENSMUSG00000024952"
"4781";"ENSMUSG00000024953"
"4782";"ENSMUSG00000024955"
"4783";"ENSMUSG00000024957"
"4784";"ENSMUSG00000024958"
"4785";"ENSMUSG00000024959"
"4786";"ENSMUSG00000024960"
"4787";"ENSMUSG00000024962"
"4788";"ENSMUSG00000024963"
"4789";"ENSMUSG00000024965"
"4790";"ENSMUSG00000024966"
"4791";"ENSMUSG00000024968"
"4792";"ENSMUSG00000024969"
"4793";"ENSMUSG00000024970"
"4794";"ENSMUSG00000024972"
"4795";"ENSMUSG00000024973"
"4796";"ENSMUSG00000024974"
"4797";"ENSMUSG00000024975"
"4798";"ENSMUSG00000024976"
"4799";"ENSMUSG00000024978"
"4800";"ENSMUSG00000024979"
"4801";"ENSMUSG00000024981"
"4802";"ENSMUSG00000024982"
"4803";"ENSMUSG00000024983"
"4804";"ENSMUSG00000024985"
"4805";"ENSMUSG00000024986"
"4806";"ENSMUSG00000024987"
"4807";"ENSMUSG00000024989"
"4808";"ENSMUSG00000024990"
"4809";"ENSMUSG00000024991"
"4810";"ENSMUSG00000024992"
"4811";"ENSMUSG00000024993"
"4812";"ENSMUSG00000024997"
"4813";"ENSMUSG00000024998"
"4814";"ENSMUSG00000024999"
"4815";"ENSMUSG00000025001"
"4816";"ENSMUSG00000025002"
"4817";"ENSMUSG00000025003"
"4818";"ENSMUSG00000025004"
"4819";"ENSMUSG00000025006"
"4820";"ENSMUSG00000025007"
"4821";"ENSMUSG00000025008"
"4822";"ENSMUSG00000025010"
"4823";"ENSMUSG00000025013"
"4824";"ENSMUSG00000025014"
"4825";"ENSMUSG00000025016"
"4826";"ENSMUSG00000025017"
"4827";"ENSMUSG00000025019"
"4828";"ENSMUSG00000025020"
"4829";"ENSMUSG00000025024"
"4830";"ENSMUSG00000025025"
"4831";"ENSMUSG00000025026"
"4832";"ENSMUSG00000025027"
"4833";"ENSMUSG00000025034"
"4834";"ENSMUSG00000025035"
"4835";"ENSMUSG00000025036"
"4836";"ENSMUSG00000025037"
"4837";"ENSMUSG00000025038"
"4838";"ENSMUSG00000025040"
"4839";"ENSMUSG00000025041"
"4840";"ENSMUSG00000025043"
"4841";"ENSMUSG00000025044"
"4842";"ENSMUSG00000025047"
"4843";"ENSMUSG00000025049"
"4844";"ENSMUSG00000025050"
"4845";"ENSMUSG00000025051"
"4846";"ENSMUSG00000025056"
"4847";"ENSMUSG00000025058"
"4848";"ENSMUSG00000025059"
"4849";"ENSMUSG00000025060"
"4850";"ENSMUSG00000025064"
"4851";"ENSMUSG00000025066"
"4852";"ENSMUSG00000025068"
"4853";"ENSMUSG00000025069"
"4854";"ENSMUSG00000025075"
"4855";"ENSMUSG00000025076"
"4856";"ENSMUSG00000025077"
"4857";"ENSMUSG00000025078"
"4858";"ENSMUSG00000025081"
"4859";"ENSMUSG00000025082"
"4860";"ENSMUSG00000025083"
"4861";"ENSMUSG00000025085"
"4862";"ENSMUSG00000025086"
"4863";"ENSMUSG00000025089"
"4864";"ENSMUSG00000025090"
"4865";"ENSMUSG00000025091"
"4866";"ENSMUSG00000025092"
"4867";"ENSMUSG00000025094"
"4868";"ENSMUSG00000025102"
"4869";"ENSMUSG00000025103"
"4870";"ENSMUSG00000025104"
"4871";"ENSMUSG00000025105"
"4872";"ENSMUSG00000025127"
"4873";"ENSMUSG00000025128"
"4874";"ENSMUSG00000025129"
"4875";"ENSMUSG00000025130"
"4876";"ENSMUSG00000025132"
"4877";"ENSMUSG00000025133"
"4878";"ENSMUSG00000025134"
"4879";"ENSMUSG00000025135"
"4880";"ENSMUSG00000025137"
"4881";"ENSMUSG00000025138"
"4882";"ENSMUSG00000025139"
"4883";"ENSMUSG00000025140"
"4884";"ENSMUSG00000025141"
"4885";"ENSMUSG00000025142"
"4886";"ENSMUSG00000025144"
"4887";"ENSMUSG00000025145"
"4888";"ENSMUSG00000025147"
"4889";"ENSMUSG00000025150"
"4890";"ENSMUSG00000025151"
"4891";"ENSMUSG00000025153"
"4892";"ENSMUSG00000025154"
"4893";"ENSMUSG00000025155"
"4894";"ENSMUSG00000025156"
"4895";"ENSMUSG00000025157"
"4896";"ENSMUSG00000025158"
"4897";"ENSMUSG00000025159"
"4898";"ENSMUSG00000025161"
"4899";"ENSMUSG00000025162"
"4900";"ENSMUSG00000025163"
"4901";"ENSMUSG00000025165"
"4902";"ENSMUSG00000025169"
"4903";"ENSMUSG00000025170"
"4904";"ENSMUSG00000025171"
"4905";"ENSMUSG00000025172"
"4906";"ENSMUSG00000025173"
"4907";"ENSMUSG00000025175"
"4908";"ENSMUSG00000025176"
"4909";"ENSMUSG00000025178"
"4910";"ENSMUSG00000025184"
"4911";"ENSMUSG00000025185"
"4912";"ENSMUSG00000025188"
"4913";"ENSMUSG00000025189"
"4914";"ENSMUSG00000025190"
"4915";"ENSMUSG00000025192"
"4916";"ENSMUSG00000025193"
"4917";"ENSMUSG00000025194"
"4918";"ENSMUSG00000025195"
"4919";"ENSMUSG00000025196"
"4920";"ENSMUSG00000025197"
"4921";"ENSMUSG00000025198"
"4922";"ENSMUSG00000025199"
"4923";"ENSMUSG00000025200"
"4924";"ENSMUSG00000025201"
"4925";"ENSMUSG00000025202"
"4926";"ENSMUSG00000025203"
"4927";"ENSMUSG00000025204"
"4928";"ENSMUSG00000025207"
"4929";"ENSMUSG00000025208"
"4930";"ENSMUSG00000025209"
"4931";"ENSMUSG00000025212"
"4932";"ENSMUSG00000025213"
"4933";"ENSMUSG00000025215"
"4934";"ENSMUSG00000025216"
"4935";"ENSMUSG00000025217"
"4936";"ENSMUSG00000025218"
"4937";"ENSMUSG00000025219"
"4938";"ENSMUSG00000025220"
"4939";"ENSMUSG00000025221"
"4940";"ENSMUSG00000025223"
"4941";"ENSMUSG00000025224"
"4942";"ENSMUSG00000025225"
"4943";"ENSMUSG00000025226"
"4944";"ENSMUSG00000025227"
"4945";"ENSMUSG00000025228"
"4946";"ENSMUSG00000025229"
"4947";"ENSMUSG00000025231"
"4948";"ENSMUSG00000025232"
"4949";"ENSMUSG00000025234"
"4950";"ENSMUSG00000025235"
"4951";"ENSMUSG00000025236"
"4952";"ENSMUSG00000025237"
"4953";"ENSMUSG00000025239"
"4954";"ENSMUSG00000025240"
"4955";"ENSMUSG00000025241"
"4956";"ENSMUSG00000025243"
"4957";"ENSMUSG00000025245"
"4958";"ENSMUSG00000025246"
"4959";"ENSMUSG00000025255"
"4960";"ENSMUSG00000025257"
"4961";"ENSMUSG00000025260"
"4962";"ENSMUSG00000025261"
"4963";"ENSMUSG00000025262"
"4964";"ENSMUSG00000025264"
"4965";"ENSMUSG00000025265"
"4966";"ENSMUSG00000025266"
"4967";"ENSMUSG00000025268"
"4968";"ENSMUSG00000025269"
"4969";"ENSMUSG00000025270"
"4970";"ENSMUSG00000025271"
"4971";"ENSMUSG00000025272"
"4972";"ENSMUSG00000025277"
"4973";"ENSMUSG00000025278"
"4974";"ENSMUSG00000025279"
"4975";"ENSMUSG00000025280"
"4976";"ENSMUSG00000025283"
"4977";"ENSMUSG00000025287"
"4978";"ENSMUSG00000025288"
"4979";"ENSMUSG00000025289"
"4980";"ENSMUSG00000025290"
"4981";"ENSMUSG00000025314"
"4982";"ENSMUSG00000025316"
"4983";"ENSMUSG00000025317"
"4984";"ENSMUSG00000025318"
"4985";"ENSMUSG00000025321"
"4986";"ENSMUSG00000025323"
"4987";"ENSMUSG00000025324"
"4988";"ENSMUSG00000025326"
"4989";"ENSMUSG00000025328"
"4990";"ENSMUSG00000025329"
"4991";"ENSMUSG00000025330"
"4992";"ENSMUSG00000025332"
"4993";"ENSMUSG00000025333"
"4994";"ENSMUSG00000025337"
"4995";"ENSMUSG00000025340"
"4996";"ENSMUSG00000025347"
"4997";"ENSMUSG00000025348"
"4998";"ENSMUSG00000025350"
"4999";"ENSMUSG00000025351"
"5000";"ENSMUSG00000025352"
"5001";"ENSMUSG00000025353"
"5002";"ENSMUSG00000025354"
"5003";"ENSMUSG00000025355"
"5004";"ENSMUSG00000025357"
"5005";"ENSMUSG00000025358"
"5006";"ENSMUSG00000025359"
"5007";"ENSMUSG00000025362"
"5008";"ENSMUSG00000025364"
"5009";"ENSMUSG00000025366"
"5010";"ENSMUSG00000025369"
"5011";"ENSMUSG00000025370"
"5012";"ENSMUSG00000025371"
"5013";"ENSMUSG00000025372"
"5014";"ENSMUSG00000025373"
"5015";"ENSMUSG00000025374"
"5016";"ENSMUSG00000025375"
"5017";"ENSMUSG00000025377"
"5018";"ENSMUSG00000025380"
"5019";"ENSMUSG00000025381"
"5020";"ENSMUSG00000025383"
"5021";"ENSMUSG00000025384"
"5022";"ENSMUSG00000025386"
"5023";"ENSMUSG00000025389"
"5024";"ENSMUSG00000025393"
"5025";"ENSMUSG00000025395"
"5026";"ENSMUSG00000025396"
"5027";"ENSMUSG00000025400"
"5028";"ENSMUSG00000025401"
"5029";"ENSMUSG00000025402"
"5030";"ENSMUSG00000025403"
"5031";"ENSMUSG00000025404"
"5032";"ENSMUSG00000025405"
"5033";"ENSMUSG00000025407"
"5034";"ENSMUSG00000025408"
"5035";"ENSMUSG00000025409"
"5036";"ENSMUSG00000025410"
"5037";"ENSMUSG00000025413"
"5038";"ENSMUSG00000025417"
"5039";"ENSMUSG00000025418"
"5040";"ENSMUSG00000025420"
"5041";"ENSMUSG00000025421"
"5042";"ENSMUSG00000025422"
"5043";"ENSMUSG00000025423"
"5044";"ENSMUSG00000025425"
"5045";"ENSMUSG00000025427"
"5046";"ENSMUSG00000025428"
"5047";"ENSMUSG00000025429"
"5048";"ENSMUSG00000025431"
"5049";"ENSMUSG00000025432"
"5050";"ENSMUSG00000025433"
"5051";"ENSMUSG00000025436"
"5052";"ENSMUSG00000025437"
